Player,Year,Position,GP,TOI,G,A,P,g-adj,a-adj,p-adj,P1,trend_next,trend_cur,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
DAVID.MOSS,2012,R,45,562,3,14,17,5.466666667,25.51111111,30.97777778,13,0,0,1.81,1.39,21.84,2.33,530,481,49,52.42,2.77,22,18,4,55,3.31,22.84,18.34,4.5,55.46,8.24,7,13,6,137,14.62,7.01,0.75,4.11,100.48,38.2,26.44,29.39,49.24,28.93,50.02
DAVID.MOSS,2013,R,79,918,8,12,20,8.303797468,12.4556962,20.75949367,12,0,0,1.31,0.78,30.24,1.98,917,834,83,52.37,2.57,34,32,2,51.52,0,32.14,34.34,-2.2,48.35,1.73,6,13,7,244,15.95,11.49,0.75,5.8,100.51,56.48,24.65,29.57,50.12,28.91,49.54
DAVID.MOSS,2014,R,60,649,3,4,7,4.1,5.466666667,9.566666667,5,0,0,0.65,0.46,8.79,0.81,611,623,-12,49.51,0.84,11,25,-14,30.56,-6.57,26.26,24.25,2.01,51.99,7.15,9,6,-3,144,13.3,8.24,0.76,3.7,95.59,40.29,22.52,28.76,48.72,28.78,50.07
DAVID.PASTRNAK,2015,R,51,670,15,9,24,24.11764706,14.47058824,38.58823529,20,0,0,2.15,1.79,28.64,2.56,662,632,30,51.16,2.34,30,24,6,55.56,6.58,24.84,25.85,-1.01,49,-0.63,9,17,8,158,14.14,7.43,0.66,15.31,101.82,49.61,27.4,31.04,49.7,29.08,50.11
DAVID.PASTRNAK,2016,R,75,"1,068",18,19,37,19.68,20.77333333,40.45333333,31,1,0,2.08,1.74,59.07,3.32,1199,901,298,57.1,3.62,53,42,11,55.79,9.72,54.54,38.23,16.31,58.79,5.42,13,27,14,313,17.59,16.6,0.93,10.47,99.53,56.05,30.02,30.84,54.56,29.42,49.92
DAVID.PASTRNAK,2017,R,82,"1,144",20,28,48,20,28,48,41,0,1,2.52,2.15,64.15,3.36,1200,957,243,55.63,2.6,62,37,25,62.63,12.13,48.46,45.2,3.26,51.74,-2.56,13,27,14,284,14.9,13.47,0.71,13.16,103.46,62.94,29.08,30.72,52.4,29.64,49.71
DAVID.PASTRNAK,2018,R,66,947,20,18,38,24.84848485,22.36363636,47.21212121,31,0,0,2.41,1.96,51.38,3.26,986,808,178,54.96,3.16,52,39,13,57.14,3.07,40.64,32.75,7.89,55.38,4.03,11,23,12,262,16.6,11.69,0.74,13.61,101.18,62.9,29.45,30.2,53.3,29.74,49.63
DAVID.PERRON,2008,L,81,862,11,20,31,11.13580247,20.24691358,31.38271605,25,0,0,2.16,1.74,35.82,2.49,699,693,6,50.22,2.88,41,22,19,65.08,20.8,31.5,28.62,2.88,52.4,3.81,18,34,16,184,12.81,10.58,0.74,10,103.84,60.57,24.17,29.05,47.32,28.7,50.35
DAVID.PERRON,2009,L,82,"1,005",13,16,29,13,16,29,28,1,0,1.73,1.67,32.21,1.92,898,830,68,51.97,1.53,39,46,-7,45.88,-5.62,37.31,37.48,-0.17,49.89,0.39,26,25,-1,194,11.58,10.34,0.62,11.11,98.07,54.17,27.44,29.55,50.84,29.01,49.84
DAVID.PERRON,2011,L,57,793,13,12,25,18.70175439,17.26315789,35.96491228,21,0,1,1.89,1.59,27.93,2.11,722,696,26,50.92,-2.26,37,22,15,62.71,11.28,31.53,31.22,0.31,50.25,-4.8,8,15,7,127,9.61,7.93,0.6,18.31,103.72,47.24,29.82,31.05,53.21,29.68,50.18
DAVID.PERRON,2012,L,48,670,8,9,17,13.66666667,15.375,29.04166667,10,1,0,1.52,0.9,18.57,1.66,567,512,55,52.55,0.48,21,21,0,50,-2.59,20.83,21.4,-0.57,49.33,-1.85,15,12,-3,103,9.23,5.28,0.47,13.11,98.58,50.25,29.51,30.75,51.68,29.41,50.02
DAVID.PERRON,2013,L,78,"1,162",17,20,37,17.87179487,21.02564103,38.8974359,30,0,1,1.91,1.55,26.91,1.39,965,1150,-185,45.63,2.41,48,55,-7,46.6,5.96,41.3,48.92,-7.62,45.78,2.98,34,23,-11,279,14.41,14.97,0.77,10.3,100.59,48.58,31.91,30.47,44.28,29.4,50.6
DAVID.PERRON,2014,L,81,"1,129",14,16,30,14.17283951,16.19753086,30.37037037,23,0,0,1.59,1.22,40.19,2.14,1115,913,202,54.98,3.98,43,54,-11,44.33,0.17,44.7,40.29,4.41,52.59,3.21,23,19,-4,241,12.8,12.67,0.67,9.72,96.73,61.16,28.97,30.5,50.53,29.04,49.91
DAVID.PERRON,2015,L,71,892,7,13,20,8.084507042,15.01408451,23.09859155,15,0,0,1.35,1.01,24.38,1.64,859,798,61,51.84,1.04,33,36,-3,47.83,-5.51,37.07,31.52,5.55,54.05,2.34,25,14,-11,185,12.45,11.41,0.77,5.98,98.69,55,26.71,30.52,52.86,29.48,50.23
DAVID.PERRON,2016,L,82,"1,115",13,12,25,13,12,25,19,1,0,1.35,1.02,29.51,1.59,969,928,41,51.08,1.25,41,41,0,50,-4.07,37.21,35.92,1.29,50.88,0.42,21,23,2,198,10.65,10.36,0.56,11.11,99.37,43.76,28.29,30.76,49.82,29.36,50.15
DAVID.PERRON,2017,L,70,979,9,27,36,10.54285714,31.62857143,42.17142857,24,0,1,2.21,1.47,27.79,1.7,909,951,-42,48.87,-2.62,45,49,-4,47.87,-9.27,32.9,39.01,-6.11,45.75,-7.26,17,21,4,131,8.03,6.65,0.41,12,99.94,53.3,29.3,30.35,50.67,29.32,49.92
DAVID.PERRON,2018,L,57,789,14,15,29,20.14035088,21.57894737,41.71929825,23,0,0,2.2,1.75,26.56,2.02,678,682,-4,49.85,-0.77,36,28,8,56.25,5,28.94,28.83,0.11,50.1,-2.2,20,10,-10,145,11.02,6.72,0.51,16.67,102.19,47.4,28.97,29.97,51.51,29.13,49.96
DAVID.STECKEL,2008,C,76,732,6,10,16,6.473684211,10.78947368,17.26315789,11,0,0,1.31,0.9,20.87,1.71,654,608,46,51.82,-4.29,20,24,-4,45.45,-7.73,26.28,25.9,0.38,50.36,-5.53,11,9,-2,156,12.8,6.89,0.57,6.82,98.25,51.03,21.63,27.52,53.58,28.36,49.15
DAVID.STECKEL,2009,C,79,722,4,10,14,4.151898734,10.37974684,14.53164557,9,0,0,1.16,0.75,22.08,1.83,663,587,76,53.04,0.16,27,21,6,56.25,-4.84,26.13,22.08,4.05,54.2,3.64,7,9,2,137,11.38,6.9,0.57,5.33,101.33,41.39,19.77,27.21,51.02,28.43,49.54
DAVID.STECKEL,2010,C,75,739,4,6,10,4.373333333,6.56,10.93333333,10,0,0,0.81,0.81,13.3,1.08,593,615,-22,49.09,-3.43,16,24,-8,40,-12.02,21.79,21.57,0.22,50.25,-1.78,10,10,0,118,9.58,5.75,0.47,5.71,96.93,43.49,20.83,27.51,50.21,28.4,49.57
DAVID.STECKEL,2011,C,76,756,5,5,10,5.394736842,5.394736842,10.78947368,7,0,0,0.79,0.56,11.45,0.91,630,673,-43,48.35,-1.33,17,32,-15,34.69,-13.93,22.82,25.83,-3.01,46.91,-0.68,4,5,1,130,10.31,7.29,0.58,6.85,95.56,37.48,20.51,27.64,47.51,28.73,49.82
DAYMOND.LANGKOW,2008,C,72,911,15,12,27,17.08333333,13.66666667,30.75,22,0,0,1.78,1.45,41.06,2.71,913,696,217,56.74,1.1,36,29,7,55.38,5.38,36.36,28.34,8.02,56.2,3.85,7,13,6,181,11.93,9.55,0.63,13.39,99.43,56.74,28.9,31.02,54.16,29.26,49.54
DAYMOND.LANGKOW,2009,C,72,957,10,12,22,11.38888889,13.66666667,25.05555556,16,1,0,1.38,1,29.41,1.84,860,735,125,53.92,2.56,31,32,-1,49.21,-1.98,31.17,26.74,4.43,53.82,4.47,10,7,-3,172,10.78,8.17,0.51,10.1,98.84,47.6,28.63,30.86,51.43,29.76,49.8
DAYMOND.LANGKOW,2011,C,73,921,9,16,25,10.10958904,17.97260274,28.08219178,17,0,1,1.63,1.11,26.73,1.74,824,782,42,51.31,2.2,38,39,-1,49.35,-6.87,34.57,31.41,3.16,52.39,3.82,6,5,-1,163,10.62,10.91,0.71,9.68,99.03,53.69,26.14,29.91,48.24,29.18,50.19
DEAN.MCAMMOND,2009,L,62,664,6,8,14,7.935483871,10.58064516,18.51612903,11,0,0,1.27,0.99,18.58,1.68,549,491,58,52.79,1.61,18,21,-3,46.15,-9.27,22.01,20.42,1.59,51.87,-0.64,10,12,2,127,11.48,6.74,0.61,7.89,98.12,51.96,22.13,28.45,49.57,28.28,49.65
DENIS.MALGIN,2017,C,51,618,10,5,15,16.07843137,8.039215686,24.11764706,13,0,0,1.46,1.26,19.28,1.87,637,615,22,50.88,1.9,25,21,4,54.35,5.52,23.83,24.92,-1.09,48.88,2.39,1,10,9,107,10.38,5.34,0.52,16.39,100.6,50.26,25.43,30.64,48.55,29.02,49.64
DENNIS.RASMUSSEN,2016,C,68,669,4,4,8,4.823529412,4.823529412,9.647058824,8,0,0,0.72,0.72,11.38,1.02,596,624,-28,48.85,-2.29,16,21,-5,43.24,-13.36,23.21,20.2,3.01,53.47,5.39,6,9,3,109,9.78,5.98,0.54,5.41,98.21,33.33,19.91,27.99,50.18,28.17,49.81
DEREK.DORSETT,2010,R,76,868,4,10,14,4.315789474,10.78947368,15.10526316,9,1,0,0.97,0.62,12.75,0.88,663,717,-54,48.04,-3.84,20,37,-17,35.09,-14.21,25.68,28.76,-3.08,47.17,-3.41,47,49,2,177,12.23,8.29,0.57,4,96.14,41.4,24.84,29.16,49.24,28.91,50.02
DEREK.DORSETT,2011,R,77,909,9,7,16,9.584415584,7.454545455,17.03896104,14,1,1,1.06,0.92,12.19,0.8,663,792,-129,45.57,-2.71,23,32,-9,41.82,-4.2,27.62,27.7,-0.08,49.93,0.98,51,43,-8,171,11.28,10.62,0.7,8.04,98.51,35.59,25.34,29.19,47.76,29.05,50.3
DEREK.DORSETT,2012,R,24,320,3,6,9,10.25,20.5,30.75,4,0,1,1.69,0.75,5.27,0.99,252,290,-38,46.49,-1.66,14,22,-8,38.89,-6.01,10.02,11.66,-1.64,46.22,0.37,17,18,1,52,9.76,3.21,0.6,9.38,98.48,41.88,29.07,29.93,47.36,29.36,50.31
DEREK.DORSETT,2014,R,79,866,5,15,20,5.189873418,15.56962025,20.75949367,14,0,0,1.39,0.97,8.84,0.61,656,871,-215,42.96,-7.98,31,35,-4,46.97,-1.1,26.71,34.3,-7.59,43.78,-4.32,52,46,-6,155,10.73,8.37,0.58,6.02,101.39,50.91,23.04,28.6,50.56,28.2,49.95
DEREK.DORSETT,2015,R,71,816,4,9,13,4.61971831,10.3943662,15.01408451,8,0,0,0.96,0.59,8.81,0.65,647,755,-108,46.15,-1.24,23,37,-14,38.33,-8.69,22.9,30.54,-7.64,42.85,-2.38,42,40,-2,139,10.22,7.14,0.52,4.76,97.71,46.34,23.98,28.87,46.87,28.2,49.94
DEREK.GRANT,2017,C,66,614,9,10,19,11.18181818,12.42424242,23.60606061,15,0,0,1.86,1.46,15.91,1.55,540,631,-91,46.11,-1.85,27,20,7,57.45,2.52,21.89,25.58,-3.69,46.11,-1.98,4,5,1,91,8.89,6.32,0.62,16.36,103.29,49.19,19.42,28.91,48.34,28.13,49.88
DEREK.MACKENZIE,2012,C,43,375,3,4,7,5.720930233,7.627906977,13.34883721,5,1,0,1.12,0.8,4.4,0.7,232,333,-101,41.06,-8.25,12,10,2,54.55,3.01,8,12.98,-4.98,38.13,-10.35,10,14,4,58,9.29,2,0.32,9.09,103.94,43.81,18.29,27.28,46.35,27.2,49.03
DEREK.MACKENZIE,2013,C,71,651,7,7,14,8.084507042,8.084507042,16.16901408,11,0,1,1.29,1.01,13.69,1.26,517,540,-23,48.91,-2.03,20,24,-4,45.45,-8.63,20.01,20.89,-0.88,48.92,-3.91,14,12,-2,124,11.42,5.96,0.55,10.94,99.33,48.99,19.67,28.09,48.72,27.98,49.5
DEREK.MACKENZIE,2014,C,82,778,3,4,7,3,4,7,5,1,0,0.54,0.39,6.02,0.46,636,662,-26,49,-2.81,11,31,-20,26.19,-28.54,22.51,23.1,-0.59,49.35,-2.85,19,14,-5,104,8.02,5.29,0.41,5.26,94.67,48.97,19.81,27.82,49.6,28.03,49.2
DEREK.MACKENZIE,2015,C,64,640,6,6,12,7.6875,7.6875,15.375,7,0,1,1.12,0.66,11.21,1.05,417,503,-86,45.33,-3.33,17,10,7,62.96,7.07,17.31,19.47,-2.16,47.06,-1.96,12,11,-1,99,9.28,5.41,0.51,9.23,103.59,48.31,21.23,27.34,47.8,28.15,49.84
DEREK.MACKENZIE,2016,C,82,814,3,6,9,3,6,9,6,1,0,0.66,0.44,2.11,0.16,597,781,-184,43.32,-8.95,16,32,-16,33.33,-13.58,22.09,32.3,-10.21,40.61,-8.97,15,18,3,134,9.88,6.12,0.45,4.11,97.36,35.4,20.86,27.65,49.74,28.15,49.71
DEREK.MACKENZIE,2017,C,75,657,2,8,10,2.186666667,8.746666667,10.93333333,8,0,1,0.91,0.73,9.26,0.85,555,608,-53,47.72,-2.03,16,29,-13,35.56,-16.68,21.83,23.43,-1.6,48.23,-0.62,8,8,0,98,8.95,5.19,0.47,2.9,96.55,48.11,18.26,26.61,47.88,27.53,49.4
DEREK.ROY,2008,C,82,"1,097",16,20,36,16,20,36,30,0,0,1.97,1.64,38.02,2.08,982,998,-16,49.6,0.5,46,44,2,51.11,0.62,41.94,38.32,3.62,52.26,1.57,13,27,14,224,12.25,12.29,0.67,12.12,100.33,50,30.39,30.17,48.6,29.44,49.78
DEREK.ROY,2009,C,80,"1,064",11,24,35,11.275,24.6,35.875,27,0,0,1.97,1.52,39.45,2.22,1019,965,54,51.36,1.1,44,39,5,53.01,1.77,46.4,43.55,2.85,51.58,0.9,17,25,8,231,13.03,11.16,0.63,8.66,100.82,52.12,29.1,29.41,48.68,29.47,50
DEREK.ROY,2011,C,80,"1,119",9,19,28,9.225,19.475,28.7,17,1,0,1.5,0.91,29.41,1.58,1038,1018,20,50.49,2.42,46,44,2,51.11,0.14,39.91,40.75,-0.84,49.48,2.29,19,15,-4,212,11.37,9.37,0.5,7.76,100.09,48.27,29.01,30.32,48.1,29.74,50.06
DEREK.ROY,2012,C,42,566,5,11,16,9.761904762,21.47619048,31.23809524,10,0,1,1.7,1.06,19.07,2.02,566,522,44,52.02,3.7,23,20,3,53.49,7,22.85,22.63,0.22,50.24,4.89,2,7,5,103,10.91,4.91,0.52,8.62,101.41,42.9,28.81,30.35,49.05,29.13,49.51
DEREK.ROY,2013,C,75,807,5,15,20,5.466666667,16.4,21.86666667,13,1,0,1.49,0.97,23.78,1.77,724,672,52,51.86,-1.93,29,28,1,50.88,-6.27,29.15,22.78,6.37,56.13,2.43,6,10,4,152,11.31,7.89,0.59,6.02,99.3,63.29,22.99,28.96,51.87,28.43,49.7
DEREK.ROY,2014,C,72,939,8,16,24,9.111111111,18.22222222,27.33333333,20,0,1,1.53,1.28,19.74,1.26,844,900,-56,48.39,-0.55,36,45,-9,44.44,-5.56,35.99,37.96,-1.97,48.67,1.43,11,7,-4,151,9.64,11.4,0.73,8.79,98.96,58.69,26.31,29.58,49.25,29.03,50.22
DEREK.RYAN,2016,C,67,794,5,13,18,6.119402985,15.91044776,22.02985075,12,1,0,1.36,0.91,18.75,1.42,747,720,27,50.92,-0.1,29,32,-3,47.54,0.6,30.56,32.27,-1.71,48.64,-2.27,9,8,-1,103,7.78,5.56,0.42,9.62,99.41,59.01,23.92,29.69,50.83,28.59,49.93
DEREK.RYAN,2017,C,80,"1,022",12,15,27,12.3,15.375,27.675,20,1,1,1.59,1.17,39.86,2.34,1101,835,266,56.87,3.07,40,50,-10,44.44,-3.66,47.61,35.55,12.06,57.25,5.62,10,8,-2,197,11.57,12.87,0.76,11.54,96.02,60.45,25.57,29.49,53.57,28.44,49.54
DEREK.RYAN,2018,C,80,788,10,14,24,10.25,14.35,24.6,18,0,1,1.83,1.37,31.68,2.41,767,633,134,54.79,1.08,34,20,14,62.96,7.94,30.51,25.12,5.39,54.84,1.96,11,4,-7,130,9.9,7.04,0.54,12.66,102.62,46.2,20.67,27.85,51.79,28.2,49.47
DEREK.STEPAN,2010,C,82,"1,050",16,16,32,16,16,32,27,0,0,1.83,1.54,36.61,2.09,993,916,77,52.02,3.96,47,40,7,54.02,2.51,49.67,36.59,13.08,57.58,5.88,10,8,-2,241,13.78,13.85,0.79,12.12,100.19,63.77,27.41,29.53,48.22,28.82,49.78
DEREK.STEPAN,2011,C,82,"1,117",11,20,31,11,20,31,25,1,0,1.67,1.34,26.99,1.45,908,1040,-132,46.61,-1.53,46,33,13,58.23,6.97,47.62,42.72,4.9,52.71,1.03,5,7,2,201,10.8,11.57,0.62,9.09,102.71,62.9,28.74,31.17,47.83,29.39,50.14
DEREK.STEPAN,2012,C,48,725,13,16,29,22.20833333,27.33333333,49.54166667,25,0,1,2.4,2.07,38.92,3.22,787,636,151,55.31,4.94,41,14,27,74.55,26.51,37.46,26.25,11.21,58.8,7.28,4,2,-2,170,14.07,9.03,0.75,15.12,104.7,57.3,31.14,33.19,48.65,29.86,49.83
DEREK.STEPAN,2013,C,82,"1,080",12,22,34,12,22,34,28,1,0,1.89,1.56,43.9,2.44,1121,982,139,53.3,1.22,44,30,14,59.46,10.47,48.04,42.61,5.43,53,1.73,5,7,2,253,14.05,12.02,0.67,8.63,101.74,52.55,27.67,30.69,50.81,29.7,50.1
DEREK.STEPAN,2014,C,68,898,7,27,34,8.441176471,32.55882353,41,25,0,1,2.27,1.67,27.44,1.83,789,923,-134,46.09,-4.25,42,23,19,64.62,8.14,37.46,39.55,-2.09,48.64,-1.94,5,7,2,182,12.16,7.98,0.53,6.36,105.14,50.4,26.82,30.57,51.04,29.34,50.09
DEREK.STEPAN,2015,C,72,931,13,21,34,14.80555556,23.91666667,38.72222222,26,0,0,2.19,1.68,34.54,2.23,846,875,-29,49.16,2.63,46,35,11,56.79,-1.59,39.82,39.47,0.35,50.22,2.56,7,9,2,214,13.79,13,0.84,9.7,102.68,49.65,26.52,30.16,47.8,29.55,50.28
DEREK.STEPAN,2016,C,81,"1,112",9,22,31,9.111111111,22.27160494,31.38271605,23,0,0,1.67,1.24,37.1,2,1046,1018,28,50.68,3.78,47,33,14,58.75,8.33,45.37,40.68,4.69,52.73,4.87,8,5,-3,246,13.27,11.01,0.59,5.81,101.7,52.01,28.19,30.44,47.46,29.43,50.24
DEREK.STEPAN,2017,C,82,"1,161",9,20,29,9,20,29,18,0,0,1.5,0.93,29.43,1.52,1130,1176,-46,49,1.43,47,45,2,51.09,7.75,42.99,51.86,-8.87,45.32,-1.24,8,6,-2,239,12.35,10.57,0.55,6,101.01,49.18,29.03,30.03,47.87,29.45,50.28
DEREK.STEPAN,2018,C,71,958,9,15,24,10.3943662,17.32394366,27.71830986,20,0,0,1.5,1.25,29.18,1.83,975,963,12,50.31,1.7,35,39,-4,47.3,3.1,39.14,38.85,0.29,50.19,2.04,3,6,3,225,14.1,11.4,0.71,6.29,98.58,49.11,28.02,29.59,48.18,29.2,50.1
DERICK.BRASSARD,2009,C,78,915,5,17,22,5.256410256,17.87179487,23.12820513,17,1,0,1.44,1.11,16.61,1.09,744,800,-56,48.19,-0.04,37,48,-11,43.53,-0.75,30.87,34.34,-3.47,47.34,-1.23,13,16,3,141,9.24,7.36,0.48,6.1,97.86,63.81,25.62,29.71,48.28,28.52,50.06
