Player,Year,Position,GP,TOI,G,A,P,g-adj,a-adj,p-adj,P1,trend_next,trend_cur,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
DAMIEN.BRUNNER,2013,C,60,662,7,7,14,9.566666667,9.566666667,19.13333333,13,0,0,1.27,1.18,18.83,1.71,564,503,61,52.86,-2.5,21,26,-5,44.68,-5.32,22.4,21.6,0.8,50.91,-5.75,10,8,-2,157,14.22,7.31,0.66,7.95,98.2,58.81,23.09,29.59,54.68,28.87,49.43
DAN.CARCILLO,2008,L,74,776,1,10,11,1.108108108,11.08108108,12.18918919,5,1,0,0.85,0.39,7.07,0.55,653,798,-145,45,-0.81,21,37,-16,36.21,-10.65,25.76,31.92,-6.16,44.66,-1.9,57,57,0,189,14.61,8.54,0.66,0.83,97.29,54.99,23.02,29.36,46.84,28.64,50.54
DAN.CARCILLO,2009,L,76,822,10,9,19,10.78947368,9.710526316,20.5,15,0,1,1.39,1.1,21.59,1.58,657,709,-52,48.1,-3.02,29,24,5,54.72,4.95,27.45,26.5,0.95,50.88,-1.12,49,60,11,158,11.53,7.37,0.54,10,101.16,47.21,24.28,29.47,49.09,28.98,49.95
DAN.CLEARY,2008,R,73,914,9,18,27,10.10958904,20.21917808,30.32876712,18,1,0,1.77,1.18,39.11,2.57,956,721,235,57.01,-0.64,40,41,-1,49.38,-7.69,39.11,33.35,5.76,53.97,1.6,20,16,-4,188,12.34,11.39,0.75,7.32,98.24,52.84,27.7,30.86,57.8,29.67,49.98
DAN.CLEARY,2009,R,64,821,13,12,25,16.65625,15.375,32.03125,21,0,1,1.83,1.53,34.77,2.54,868,696,172,55.5,2,35,40,-5,46.67,-0.5,37.06,32.13,4.93,53.56,2.65,7,9,2,174,12.72,10.06,0.74,11.82,97.55,57.84,27.13,31.09,54.03,29.71,50.06
DAN.CLEARY,2012,R,48,590,3,5,8,5.125,8.541666667,13.66666667,4,0,0,0.81,0.41,12.73,1.29,538,467,71,53.53,-0.06,13,20,-7,39.39,-17.09,21.28,17.99,3.29,54.19,2.38,14,6,-8,106,10.77,5.71,0.58,4.11,96.79,52.79,26.21,30.36,53.3,29.17,49.72
DANA.TYRELL,2010,C,78,787,6,8,14,6.307692308,8.41025641,14.71794872,9,0,0,1.07,0.69,13.19,1.01,615,654,-39,48.46,-4.58,20,26,-6,43.48,-10.56,26.95,20.33,6.62,57,1.37,5,10,5,106,8.09,4.78,0.36,9.38,97.26,44.64,22,28.51,49.84,28.92,49.81
DANIEL.ALFREDSSON,2008,R,79,"1,053",13,25,38,13.49367089,25.94936709,39.44303797,28,0,0,2.17,1.6,44.01,2.51,1028,923,105,52.69,4.88,52,41,11,55.91,11.74,42.01,39.48,2.53,51.55,2.5,6,17,11,195,11.11,9.76,0.56,11.4,101.4,52.42,29.82,31.58,46.89,29.67,49.48
DANIEL.ALFREDSSON,2009,R,70,913,12,18,30,14.05714286,21.08571429,35.14285714,21,0,0,1.97,1.38,27.55,1.81,798,830,-32,49.02,-3.88,39,38,1,50.65,4.62,34.08,34.77,-0.69,49.5,-4.87,4,5,1,181,11.9,9.27,0.61,12,100.75,55.42,28.25,30.76,51.14,30.13,50.19
DANIEL.ALFREDSSON,2010,R,54,720,6,10,16,9.111111111,15.18518519,24.2962963,13,1,0,1.33,1.08,12.33,1.03,601,657,-56,47.77,-4.15,24,39,-15,38.1,-1.9,23.27,28.65,-5.38,44.82,-6.54,3,8,5,123,10.25,5.28,0.44,9.23,96.49,52.69,28.12,31.07,49.19,30.02,50.03
DANIEL.ALFREDSSON,2011,R,75,"1,039",13,20,33,14.21333333,21.86666667,36.08,28,0,1,1.91,1.62,46.65,2.69,1085,863,222,55.7,5,45,34,11,56.96,7.92,40.1,39.18,0.92,50.58,3.01,6,8,2,224,12.93,10.57,0.61,10.48,101.18,57.42,29.59,31.01,51.96,29.33,49.73
DANIEL.ALFREDSSON,2012,R,47,639,5,4,9,8.723404255,6.978723404,15.70212766,8,1,0,0.84,0.75,16.69,1.57,692,577,115,54.53,1.58,21,24,-3,46.67,-4.85,25.38,21.41,3.97,54.24,1.49,10,8,-2,120,11.27,5.14,0.48,8.47,98.77,55.04,29.08,30.61,52.47,29.92,49.48
DANIEL.ALFREDSSON,2013,R,68,862,11,16,27,13.26470588,19.29411765,32.55882353,19,0,1,1.88,1.32,28.98,2.02,725,688,37,51.31,-0.42,32,29,3,52.46,2.19,28.46,27.59,0.87,50.78,1.85,4,7,3,159,11.07,8.05,0.56,11.96,100.66,56.43,26.84,30.22,51,29.38,49.42
DANIEL.BRIERE,2013,C,69,749,9,8,17,10.69565217,9.507246377,20.20289855,14,0,0,1.36,1.12,16.3,1.31,667,752,-85,47,0.04,29,28,1,50.88,0.27,29.93,30.03,-0.1,49.92,1.91,8,12,4,163,13.05,9.32,0.75,9.18,101.4,43.74,23.24,30.16,46.46,29.07,49.83
DANIEL.BRIERE,2014,C,57,603,7,4,11,10.07017544,5.754385965,15.8245614,8,0,0,1.09,0.8,2.61,0.26,437,617,-180,41.46,-2.44,14,22,-8,38.89,-12.9,15.54,23.99,-8.45,39.31,-4.14,7,8,1,96,9.55,5.52,0.55,11.29,98.55,50.63,22.22,28.93,43.65,28.38,50.25
DANIEL.PAILLE,2008,L,73,752,12,13,25,13.47945205,14.60273973,28.08219178,21,0,0,1.99,1.67,19.44,1.55,575,681,-106,45.78,-4.35,34,34,0,50,-2.58,25.17,25.29,-0.12,49.88,-2.36,6,12,6,131,10.45,6.01,0.48,16.67,100.9,51.19,23.36,28.89,50.23,28.5,49.39
DANIEL.PAILLE,2009,L,76,858,9,9,18,9.710526316,9.710526316,19.42105263,12,0,0,1.26,0.84,20.87,1.46,712,725,-13,49.55,-4,23,26,-3,46.94,-2.32,28.75,27.54,1.21,51.07,-2.14,4,9,5,157,10.98,9.29,0.65,8.33,98.87,50.75,23.59,28.96,52.56,28.55,49.55
DANIEL.PAILLE,2011,L,69,690,7,6,13,8.31884058,7.130434783,15.44927536,11,1,0,1.13,0.96,10.61,0.92,569,667,-98,46.04,-8.85,20,27,-7,42.55,-15.39,24,24.96,-0.96,49.02,-5.96,4,9,5,123,10.69,6.85,0.6,8.86,99.18,44.41,20.65,27.34,51.51,27.6,49.27
DANIEL.PAILLE,2012,L,46,494,8,6,14,14.26086957,10.69565217,24.95652174,13,0,1,1.7,1.58,15.89,1.93,449,437,12,50.68,-4.85,18,17,1,51.43,-4.04,17.59,16.85,0.74,51.07,-2.45,3,5,2,87,10.56,6.12,0.74,13.56,100.75,49.44,22.13,27.73,50.82,28.14,49.48
DANIEL.PAILLE,2013,L,72,671,8,9,17,9.111111111,10.25,19.36111111,14,0,0,1.52,1.25,17.33,1.55,534,578,-44,48.02,-7.47,22,14,8,61.11,-1.27,20.2,19.02,1.18,51.5,-4.43,3,9,6,101,9.03,5.08,0.45,13.11,102.97,53.04,19.21,26.77,50.93,27.98,49.27
